datum,okres_kod,okres,pohlavi_kod,pohlavi,typ_dnp,pocet_dnp
2016-02-01,OK.3808,Přerov,F,Žena,Ošetřovné,328
2016-02-01,OK.3808,Přerov,M,Muž,Peněžitá pomoc v mateřství,3
2016-02-01,OK.3808,Přerov,F,Žena,Peněžitá pomoc v mateřství,289
2016-02-01,OK.3808,Přerov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-02-01,OK.3809,Šumperk,M,Muž,Nemocenské,1071
2016-02-01,OK.3809,Šumperk,F,Žena,Nemocenské,1122
2016-02-01,OK.3809,Šumperk,M,Muž,Ošetřovné,133
2016-02-01,OK.3809,Šumperk,F,Žena,Ošetřovné,309
2016-02-01,OK.3809,Šumperk,M,Muž,Peněžitá pomoc v mateřství,1
2016-02-01,OK.3809,Šumperk,F,Žena,Peněžitá pomoc v mateřství,339
2016-02-01,OK.3809,Šumperk,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-02-01,OK.3810,Vsetín,M,Muž,Nemocenské,1682
2016-02-01,OK.3810,Vsetín,F,Žena,Nemocenské,1415
2016-02-01,OK.3810,Vsetín,M,Muž,Ošetřovné,161
2016-02-01,OK.3810,Vsetín,F,Žena,Ošetřovné,407
2016-02-01,OK.3810,Vsetín,M,Muž,Peněžitá pomoc v mateřství,6
2016-02-01,OK.3810,Vsetín,F,Žena,Peněžitá pomoc v mateřství,468
2016-02-01,OK.3810,Vsetín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-02-01,OK.3811,Jeseník,M,Muž,Ošetřovné,24
2016-02-01,OK.3811,Jeseník,F,Žena,Ošetřovné,70
2016-02-01,OK.3811,Jeseník,M,Muž,Peněžitá pomoc v mateřství,0
2016-02-01,OK.3811,Jeseník,F,Žena,Peněžitá pomoc v mateřství,88
2016-02-01,OK.3811,Jeseník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-02-01,OK.3811,Jeseník,M,Muž,Nemocenské,204
2016-02-01,OK.3811,Jeseník,F,Žena,Nemocenské,251
2016-03-01,OK.3100,Hlavní město Praha,M,Muž,Nemocenské,13211
2016-03-01,OK.3100,Hlavní město Praha,F,Žena,Nemocenské,20632
2016-03-01,OK.3100,Hlavní město Praha,M,Muž,Ošetřovné,1877
2016-03-01,OK.3100,Hlavní město Praha,F,Žena,Ošetřovné,8846
2016-03-01,OK.3100,Hlavní město Praha,M,Muž,Peněžitá pomoc v mateřství,132
2016-03-01,OK.3100,Hlavní město Praha,F,Žena,Peněžitá pomoc v mateřství,13999
2016-03-01,OK.3100,Hlavní město Praha,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,22
2016-03-01,OK.3201,Benešov,M,Muž,Nemocenské,677
2016-03-01,OK.3201,Benešov,F,Žena,Nemocenské,818
2016-03-01,OK.3201,Benešov,M,Muž,Ošetřovné,71
2016-03-01,OK.3201,Benešov,F,Žena,Ošetřovné,255
2016-03-01,OK.3201,Benešov,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3201,Benešov,F,Žena,Peněžitá pomoc v mateřství,250
2016-03-01,OK.3201,Benešov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3202,Beroun,M,Muž,Nemocenské,656
2016-03-01,OK.3202,Beroun,F,Žena,Nemocenské,841
2016-03-01,OK.3202,Beroun,M,Muž,Ošetřovné,89
2016-03-01,OK.3202,Beroun,F,Žena,Ošetřovné,280
2016-03-01,OK.3202,Beroun,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3202,Beroun,F,Žena,Peněžitá pomoc v mateřství,263
2016-03-01,OK.3202,Beroun,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,5
2016-03-01,OK.3203,Kladno,M,Muž,Nemocenské,1138
2016-03-01,OK.3203,Kladno,F,Žena,Nemocenské,1576
2016-03-01,OK.3203,Kladno,M,Muž,Ošetřovné,121
2016-03-01,OK.3203,Kladno,F,Žena,Ošetřovné,544
2016-03-01,OK.3203,Kladno,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3203,Kladno,F,Žena,Peněžitá pomoc v mateřství,627
2016-03-01,OK.3203,Kladno,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,4
2016-03-01,OK.3204,Kolín,M,Muž,Nemocenské,605
2016-03-01,OK.3204,Kolín,F,Žena,Nemocenské,630
2016-03-01,OK.3204,Kolín,M,Muž,Ošetřovné,84
2016-03-01,OK.3204,Kolín,F,Žena,Ošetřovné,214
2016-03-01,OK.3204,Kolín,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3204,Kolín,F,Žena,Peněžitá pomoc v mateřství,265
2016-03-01,OK.3204,Kolín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3205,Kutná Hora,M,Muž,Nemocenské,438
2016-03-01,OK.3205,Kutná Hora,F,Žena,Nemocenské,397
2016-03-01,OK.3205,Kutná Hora,M,Muž,Ošetřovné,33
2016-03-01,OK.3205,Kutná Hora,F,Žena,Ošetřovné,129
2016-03-01,OK.3205,Kutná Hora,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3205,Kutná Hora,F,Žena,Peněžitá pomoc v mateřství,117
2016-03-01,OK.3205,Kutná Hora,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3206,Mělník,M,Muž,Nemocenské,453
2016-03-01,OK.3206,Mělník,F,Žena,Nemocenské,482
2016-03-01,OK.3206,Mělník,M,Muž,Ošetřovné,62
2016-03-01,OK.3206,Mělník,F,Žena,Ošetřovné,211
2016-03-01,OK.3206,Mělník,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3206,Mělník,F,Žena,Peněžitá pomoc v mateřství,184
2016-03-01,OK.3206,Mělník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3207,Mladá Boleslav,M,Muž,Nemocenské,1389
2016-03-01,OK.3207,Mladá Boleslav,F,Žena,Nemocenské,1314
2016-03-01,OK.3207,Mladá Boleslav,M,Muž,Ošetřovné,429
2016-03-01,OK.3207,Mladá Boleslav,F,Žena,Ošetřovné,749
2016-03-01,OK.3207,Mladá Boleslav,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3207,Mladá Boleslav,F,Žena,Peněžitá pomoc v mateřství,576
2016-03-01,OK.3207,Mladá Boleslav,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,30
2016-03-01,OK.3208,Nymburk,M,Muž,Nemocenské,412
2016-03-01,OK.3208,Nymburk,F,Žena,Nemocenské,538
2016-03-01,OK.3208,Nymburk,M,Muž,Ošetřovné,49
2016-03-01,OK.3208,Nymburk,F,Žena,Ošetřovné,238
2016-03-01,OK.3208,Nymburk,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3208,Nymburk,F,Žena,Peněžitá pomoc v mateřství,199
2016-03-01,OK.3208,Nymburk,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3209,Praha-východ,M,Muž,Nemocenské,928
2016-03-01,OK.3209,Praha-východ,F,Žena,Nemocenské,1889
2016-03-01,OK.3209,Praha-východ,M,Muž,Ošetřovné,137
2016-03-01,OK.3209,Praha-východ,F,Žena,Ošetřovné,614
2016-03-01,OK.3209,Praha-východ,M,Muž,Peněžitá pomoc v mateřství,5
2016-03-01,OK.3209,Praha-východ,F,Žena,Peněžitá pomoc v mateřství,688
2016-03-01,OK.3209,Praha-východ,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3210,Praha-západ,M,Muž,Nemocenské,766
2016-03-01,OK.3210,Praha-západ,F,Žena,Nemocenské,787
2016-03-01,OK.3210,Praha-západ,M,Muž,Ošetřovné,111
2016-03-01,OK.3210,Praha-západ,F,Žena,Ošetřovné,361
2016-03-01,OK.3210,Praha-západ,M,Muž,Peněžitá pomoc v mateřství,6
2016-03-01,OK.3210,Praha-západ,F,Žena,Peněžitá pomoc v mateřství,363
2016-03-01,OK.3210,Praha-západ,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3211,Příbram,M,Muž,Nemocenské,641
2016-03-01,OK.3211,Příbram,F,Žena,Nemocenské,849
2016-03-01,OK.3211,Příbram,M,Muž,Ošetřovné,73
2016-03-01,OK.3211,Příbram,F,Žena,Ošetřovné,323
2016-03-01,OK.3211,Příbram,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3211,Příbram,F,Žena,Peněžitá pomoc v mateřství,266
2016-03-01,OK.3211,Příbram,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3212,Rakovník,M,Muž,Nemocenské,348
2016-03-01,OK.3212,Rakovník,F,Žena,Nemocenské,389
2016-03-01,OK.3212,Rakovník,M,Muž,Ošetřovné,33
2016-03-01,OK.3212,Rakovník,F,Žena,Ošetřovné,109
2016-03-01,OK.3212,Rakovník,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3212,Rakovník,F,Žena,Peněžitá pomoc v mateřství,152
2016-03-01,OK.3212,Rakovník,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3301,České Budějovice,M,Muž,Nemocenské,2022
2016-03-01,OK.3301,České Budějovice,F,Žena,Nemocenské,2534
2016-03-01,OK.3301,České Budějovice,M,Muž,Ošetřovné,288
2016-03-01,OK.3301,České Budějovice,F,Žena,Ošetřovné,1200
2016-03-01,OK.3301,České Budějovice,M,Muž,Peněžitá pomoc v mateřství,9
2016-03-01,OK.3301,České Budějovice,F,Žena,Peněžitá pomoc v mateřství,976
2016-03-01,OK.3301,České Budějovice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-03-01,OK.3302,Český Krumlov,M,Muž,Nemocenské,488
2016-03-01,OK.3302,Český Krumlov,F,Žena,Nemocenské,527
2016-03-01,OK.3302,Český Krumlov,M,Muž,Ošetřovné,60
2016-03-01,OK.3302,Český Krumlov,F,Žena,Ošetřovné,245
2016-03-01,OK.3302,Český Krumlov,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3302,Český Krumlov,F,Žena,Peněžitá pomoc v mateřství,152
2016-03-01,OK.3302,Český Krumlov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3303,Jindřichův Hradec,M,Muž,Nemocenské,600
2016-03-01,OK.3303,Jindřichův Hradec,F,Žena,Nemocenské,668
2016-03-01,OK.3303,Jindřichův Hradec,M,Muž,Ošetřovné,66
2016-03-01,OK.3303,Jindřichův Hradec,F,Žena,Ošetřovné,255
2016-03-01,OK.3303,Jindřichův Hradec,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3303,Jindřichův Hradec,F,Žena,Peněžitá pomoc v mateřství,206
2016-03-01,OK.3303,Jindřichův Hradec,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3304,Pelhřimov,M,Muž,Nemocenské,757
2016-03-01,OK.3304,Pelhřimov,F,Žena,Nemocenské,820
2016-03-01,OK.3304,Pelhřimov,M,Muž,Ošetřovné,90
2016-03-01,OK.3304,Pelhřimov,F,Žena,Ošetřovné,283
2016-03-01,OK.3304,Pelhřimov,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3304,Pelhřimov,F,Žena,Peněžitá pomoc v mateřství,242
2016-03-01,OK.3304,Pelhřimov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3305,Písek,M,Muž,Nemocenské,589
2016-03-01,OK.3305,Písek,F,Žena,Nemocenské,684
2016-03-01,OK.3305,Písek,M,Muž,Ošetřovné,65
2016-03-01,OK.3305,Písek,F,Žena,Ošetřovné,258
2016-03-01,OK.3305,Písek,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3305,Písek,F,Žena,Peněžitá pomoc v mateřství,199
2016-03-01,OK.3305,Písek,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3306,Prachatice,M,Muž,Nemocenské,522
2016-03-01,OK.3306,Prachatice,F,Žena,Nemocenské,606
2016-03-01,OK.3306,Prachatice,M,Muž,Ošetřovné,21
2016-03-01,OK.3306,Prachatice,F,Žena,Ošetřovné,201
2016-03-01,OK.3306,Prachatice,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3306,Prachatice,F,Žena,Peněžitá pomoc v mateřství,137
2016-03-01,OK.3306,Prachatice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3307,Strakonice,M,Muž,Nemocenské,718
2016-03-01,OK.3307,Strakonice,F,Žena,Nemocenské,784
2016-03-01,OK.3307,Strakonice,M,Muž,Ošetřovné,76
2016-03-01,OK.3307,Strakonice,F,Žena,Ošetřovné,274
2016-03-01,OK.3307,Strakonice,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3307,Strakonice,F,Žena,Peněžitá pomoc v mateřství,190
2016-03-01,OK.3307,Strakonice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3308,Tábor,M,Muž,Nemocenské,894
2016-03-01,OK.3308,Tábor,F,Žena,Nemocenské,1002
2016-03-01,OK.3308,Tábor,M,Muž,Ošetřovné,93
2016-03-01,OK.3308,Tábor,F,Žena,Ošetřovné,278
2016-03-01,OK.3308,Tábor,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3308,Tábor,F,Žena,Peněžitá pomoc v mateřství,307
2016-03-01,OK.3308,Tábor,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3401,Domažlice,M,Muž,Nemocenské,452
2016-03-01,OK.3401,Domažlice,F,Žena,Nemocenské,498
2016-03-01,OK.3401,Domažlice,M,Muž,Ošetřovné,52
2016-03-01,OK.3401,Domažlice,F,Žena,Ošetřovné,145
2016-03-01,OK.3401,Domažlice,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3401,Domažlice,F,Žena,Peněžitá pomoc v mateřství,144
2016-03-01,OK.3401,Domažlice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3402,Cheb,M,Muž,Nemocenské,469
2016-03-01,OK.3402,Cheb,F,Žena,Nemocenské,703
2016-03-01,OK.3402,Cheb,M,Muž,Ošetřovné,49
2016-03-01,OK.3402,Cheb,F,Žena,Ošetřovné,302
2016-03-01,OK.3402,Cheb,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3402,Cheb,F,Žena,Peněžitá pomoc v mateřství,206
2016-03-01,OK.3402,Cheb,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3403,Karlovy Vary,M,Muž,Nemocenské,771
2016-03-01,OK.3403,Karlovy Vary,F,Žena,Nemocenské,1222
2016-03-01,OK.3403,Karlovy Vary,M,Muž,Ošetřovné,72
2016-03-01,OK.3403,Karlovy Vary,F,Žena,Ošetřovné,477
2016-03-01,OK.3403,Karlovy Vary,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3403,Karlovy Vary,F,Žena,Peněžitá pomoc v mateřství,317
2016-03-01,OK.3403,Karlovy Vary,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-03-01,OK.3404,Klatovy,M,Muž,Nemocenské,617
2016-03-01,OK.3404,Klatovy,F,Žena,Nemocenské,793
2016-03-01,OK.3404,Klatovy,M,Muž,Ošetřovné,76
2016-03-01,OK.3404,Klatovy,F,Žena,Ošetřovné,294
2016-03-01,OK.3404,Klatovy,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3404,Klatovy,F,Žena,Peněžitá pomoc v mateřství,211
2016-03-01,OK.3404,Klatovy,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-03-01,OK.3405,Plzeň-město,M,Muž,Nemocenské,2179
2016-03-01,OK.3405,Plzeň-město,F,Žena,Nemocenské,2559
2016-03-01,OK.3405,Plzeň-město,M,Muž,Ošetřovné,280
2016-03-01,OK.3405,Plzeň-město,F,Žena,Ošetřovné,1128
2016-03-01,OK.3405,Plzeň-město,M,Muž,Peněžitá pomoc v mateřství,9
2016-03-01,OK.3405,Plzeň-město,F,Žena,Peněžitá pomoc v mateřství,1028
2016-03-01,OK.3405,Plzeň-město,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-03-01,OK.3406,Plzeň-jih,M,Muž,Nemocenské,449
2016-03-01,OK.3406,Plzeň-jih,F,Žena,Nemocenské,766
2016-03-01,OK.3406,Plzeň-jih,M,Muž,Ošetřovné,50
2016-03-01,OK.3406,Plzeň-jih,F,Žena,Ošetřovné,235
2016-03-01,OK.3406,Plzeň-jih,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3406,Plzeň-jih,F,Žena,Peněžitá pomoc v mateřství,211
2016-03-01,OK.3406,Plzeň-jih,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-03-01,OK.3407,Plzeň-sever,M,Muž,Nemocenské,451
2016-03-01,OK.3407,Plzeň-sever,F,Žena,Nemocenské,430
2016-03-01,OK.3407,Plzeň-sever,M,Muž,Ošetřovné,56
2016-03-01,OK.3407,Plzeň-sever,F,Žena,Ošetřovné,178
2016-03-01,OK.3407,Plzeň-sever,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3407,Plzeň-sever,F,Žena,Peněžitá pomoc v mateřství,124
2016-03-01,OK.3407,Plzeň-sever,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3408,Rokycany,F,Žena,Ošetřovné,133
2016-03-01,OK.3408,Rokycany,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3408,Rokycany,F,Žena,Peněžitá pomoc v mateřství,131
2016-03-01,OK.3408,Rokycany,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-03-01,OK.3408,Rokycany,M,Muž,Nemocenské,524
2016-03-01,OK.3408,Rokycany,F,Žena,Nemocenské,504
2016-03-01,OK.3408,Rokycany,M,Muž,Ošetřovné,56
2016-03-01,OK.3409,Sokolov,M,Muž,Nemocenské,501
2016-03-01,OK.3409,Sokolov,F,Žena,Nemocenské,602
2016-03-01,OK.3409,Sokolov,M,Muž,Ošetřovné,90
2016-03-01,OK.3409,Sokolov,F,Žena,Ošetřovné,336
2016-03-01,OK.3409,Sokolov,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3409,Sokolov,F,Žena,Peněžitá pomoc v mateřství,155
2016-03-01,OK.3409,Sokolov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3410,Tachov,M,Muž,Nemocenské,515
2016-03-01,OK.3410,Tachov,F,Žena,Nemocenské,717
2016-03-01,OK.3410,Tachov,M,Muž,Ošetřovné,64
2016-03-01,OK.3410,Tachov,F,Žena,Ošetřovné,309
2016-03-01,OK.3410,Tachov,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3410,Tachov,F,Žena,Peněžitá pomoc v mateřství,173
2016-03-01,OK.3410,Tachov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3501,Česká Lípa,M,Muž,Nemocenské,806
2016-03-01,OK.3501,Česká Lípa,F,Žena,Nemocenské,1065
2016-03-01,OK.3501,Česká Lípa,M,Muž,Ošetřovné,116
2016-03-01,OK.3501,Česká Lípa,F,Žena,Ošetřovné,375
2016-03-01,OK.3501,Česká Lípa,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3501,Česká Lípa,F,Žena,Peněžitá pomoc v mateřství,284
2016-03-01,OK.3501,Česká Lípa,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,2
2016-03-01,OK.3502,Děčín,M,Muž,Nemocenské,770
2016-03-01,OK.3502,Děčín,F,Žena,Nemocenské,876
2016-03-01,OK.3502,Děčín,M,Muž,Ošetřovné,124
2016-03-01,OK.3502,Děčín,F,Žena,Ošetřovné,501
2016-03-01,OK.3502,Děčín,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3502,Děčín,F,Žena,Peněžitá pomoc v mateřství,301
2016-03-01,OK.3502,Děčín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-03-01,OK.3503,Chomutov,M,Muž,Nemocenské,648
2016-03-01,OK.3503,Chomutov,F,Žena,Nemocenské,891
2016-03-01,OK.3503,Chomutov,M,Muž,Ošetřovné,98
2016-03-01,OK.3503,Chomutov,F,Žena,Ošetřovné,490
2016-03-01,OK.3503,Chomutov,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3503,Chomutov,F,Žena,Peněžitá pomoc v mateřství,270
2016-03-01,OK.3503,Chomutov,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3504,Jablonec nad Nisou,F,Žena,Nemocenské,704
2016-03-01,OK.3504,Jablonec nad Nisou,M,Muž,Ošetřovné,95
2016-03-01,OK.3504,Jablonec nad Nisou,F,Žena,Ošetřovné,401
2016-03-01,OK.3504,Jablonec nad Nisou,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3504,Jablonec nad Nisou,F,Žena,Peněžitá pomoc v mateřství,216
2016-03-01,OK.3504,Jablonec nad Nisou,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3504,Jablonec nad Nisou,M,Muž,Nemocenské,546
2016-03-01,OK.3505,Liberec,M,Muž,Nemocenské,1446
2016-03-01,OK.3505,Liberec,F,Žena,Nemocenské,1707
2016-03-01,OK.3505,Liberec,M,Muž,Ošetřovné,218
2016-03-01,OK.3505,Liberec,F,Žena,Ošetřovné,742
2016-03-01,OK.3505,Liberec,M,Muž,Peněžitá pomoc v mateřství,4
2016-03-01,OK.3505,Liberec,F,Žena,Peněžitá pomoc v mateřství,678
2016-03-01,OK.3505,Liberec,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,5
2016-03-01,OK.3506,Litoměřice,M,Muž,Nemocenské,703
2016-03-01,OK.3506,Litoměřice,F,Žena,Nemocenské,960
2016-03-01,OK.3506,Litoměřice,M,Muž,Ošetřovné,79
2016-03-01,OK.3506,Litoměřice,F,Žena,Ošetřovné,411
2016-03-01,OK.3506,Litoměřice,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3506,Litoměřice,F,Žena,Peněžitá pomoc v mateřství,293
2016-03-01,OK.3506,Litoměřice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3507,Louny,M,Muž,Nemocenské,563
2016-03-01,OK.3507,Louny,F,Žena,Nemocenské,764
2016-03-01,OK.3507,Louny,M,Muž,Ošetřovné,73
2016-03-01,OK.3507,Louny,F,Žena,Ošetřovné,276
2016-03-01,OK.3507,Louny,M,Muž,Peněžitá pomoc v mateřství,0
2016-03-01,OK.3507,Louny,F,Žena,Peněžitá pomoc v mateřství,170
2016-03-01,OK.3507,Louny,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3508,Most,M,Muž,Nemocenské,681
2016-03-01,OK.3508,Most,F,Žena,Nemocenské,728
2016-03-01,OK.3508,Most,M,Muž,Ošetřovné,89
2016-03-01,OK.3508,Most,F,Žena,Ošetřovné,322
2016-03-01,OK.3508,Most,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3508,Most,F,Žena,Peněžitá pomoc v mateřství,198
2016-03-01,OK.3508,Most,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3509,Teplice,M,Muž,Nemocenské,1236
2016-03-01,OK.3509,Teplice,F,Žena,Nemocenské,1035
2016-03-01,OK.3509,Teplice,M,Muž,Ošetřovné,113
2016-03-01,OK.3509,Teplice,F,Žena,Ošetřovné,364
2016-03-01,OK.3509,Teplice,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3509,Teplice,F,Žena,Peněžitá pomoc v mateřství,267
2016-03-01,OK.3509,Teplice,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,3
2016-03-01,OK.3510,Ústí nad Labem,M,Muž,Nemocenské,1123
2016-03-01,OK.3510,Ústí nad Labem,F,Žena,Nemocenské,3110
2016-03-01,OK.3510,Ústí nad Labem,M,Muž,Ošetřovné,202
2016-03-01,OK.3510,Ústí nad Labem,F,Žena,Ošetřovné,1296
2016-03-01,OK.3510,Ústí nad Labem,M,Muž,Peněžitá pomoc v mateřství,10
2016-03-01,OK.3510,Ústí nad Labem,F,Žena,Peněžitá pomoc v mateřství,875
2016-03-01,OK.3510,Ústí nad Labem,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,4
2016-03-01,OK.3601,Havlíčkův Brod,M,Muž,Nemocenské,718
2016-03-01,OK.3601,Havlíčkův Brod,F,Žena,Nemocenské,869
2016-03-01,OK.3601,Havlíčkův Brod,M,Muž,Ošetřovné,114
2016-03-01,OK.3601,Havlíčkův Brod,F,Žena,Ošetřovné,282
2016-03-01,OK.3601,Havlíčkův Brod,M,Muž,Peněžitá pomoc v mateřství,3
2016-03-01,OK.3601,Havlíčkův Brod,F,Žena,Peněžitá pomoc v mateřství,284
2016-03-01,OK.3601,Havlíčkův Brod,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,1
2016-03-01,OK.3602,Hradec Králové,M,Muž,Nemocenské,1303
2016-03-01,OK.3602,Hradec Králové,F,Žena,Nemocenské,1508
2016-03-01,OK.3602,Hradec Králové,M,Muž,Ošetřovné,165
2016-03-01,OK.3602,Hradec Králové,F,Žena,Ošetřovné,845
2016-03-01,OK.3602,Hradec Králové,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3602,Hradec Králové,F,Žena,Peněžitá pomoc v mateřství,631
2016-03-01,OK.3602,Hradec Králové,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,7
2016-03-01,OK.3603,Chrudim,M,Muž,Nemocenské,943
2016-03-01,OK.3603,Chrudim,F,Žena,Nemocenské,974
2016-03-01,OK.3603,Chrudim,M,Muž,Ošetřovné,87
2016-03-01,OK.3603,Chrudim,F,Žena,Ošetřovné,309
2016-03-01,OK.3603,Chrudim,M,Muž,Peněžitá pomoc v mateřství,2
2016-03-01,OK.3603,Chrudim,F,Žena,Peněžitá pomoc v mateřství,251
2016-03-01,OK.3603,Chrudim,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3604,Jičín,M,Muž,Nemocenské,540
2016-03-01,OK.3604,Jičín,F,Žena,Nemocenské,693
2016-03-01,OK.3604,Jičín,M,Muž,Ošetřovné,77
2016-03-01,OK.3604,Jičín,F,Žena,Ošetřovné,327
2016-03-01,OK.3604,Jičín,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3604,Jičín,F,Žena,Peněžitá pomoc v mateřství,271
2016-03-01,OK.3604,Jičín,F,Žena,Vyrovnávací příspěvěk v těhotenství a mateřství,0
2016-03-01,OK.3605,Náchod,M,Muž,Nemocenské,970
2016-03-01,OK.3605,Náchod,F,Žena,Nemocenské,1111
2016-03-01,OK.3605,Náchod,M,Muž,Ošetřovné,123
2016-03-01,OK.3605,Náchod,F,Žena,Ošetřovné,519
2016-03-01,OK.3605,Náchod,M,Muž,Peněžitá pomoc v mateřství,1
2016-03-01,OK.3605,Náchod,F,Žena,Peněžitá pomoc v mateřství,370
